,occurTime,age,occupation,isRock,occurMonth,mahal
997,8,10,2,0,9,11.294025516848423
998,6,10,2,0,7,12.126318071577376
999,11,30,4,0,10,10.806996794514832
1000,9,10,2,0,7,10.69313501886928
1001,6,10,3,0,8,12.147888981514734
1002,6,10,2,0,1,13.495051533210061
1003,7,10,2,0,5,11.740345571132446
1004,7,10,2,0,5,11.740345571132446
1005,8,10,3,0,5,11.238445208382206
1006,6,10,2,0,6,12.161101689055666
1007,21,10,2,0,8,12.832790750577123
1008,12,10,4,0,8,10.076245375994354
1009,7,10,2,0,8,11.631908750250048
1010,17,10,2,0,3,11.424118257540398
1011,9,10,2,0,7,10.69313501886928
1012,7,10,2,0,7,11.58214597959429
1013,13,10,2,0,6,9.979078260467228
1014,9,20,3,0,1,7.12773982362621
1015,18,10,3,0,5,11.282189765178146
1016,15,10,3,0,8,10.171423026465888
1017,9,10,3,0,11,11.416319035067563
1018,19,10,1,0,12,12.795930958018483
1019,18,10,2,0,2,12.184161760265846
1020,18,20,4,0,8,5.305290330663557
1021,14,10,1,0,8,10.179513188678973
1022,13,10,2,0,11,10.740483291551037
1023,12,10,2,0,12,11.198868759746688
1024,6,10,2,0,2,13.087078037725101
1025,7,10,2,0,8,11.631908750250048
1026,8,20,4,0,10,5.955782203873279
1027,9,10,1,0,2,11.882707480687202
1028,13,10,2,0,3,10.682528534199909
1029,18,20,3,0,3,6.403257454799339
1030,9,50,4,0,7,30.383830315299857
1031,12,40,4,0,7,20.160565460563436
1032,21,10,4,0,9,12.98354944669879
1033,8,10,2,0,11,11.826470468328505
1034,8,10,2,0,11,11.826470468328505
1035,12,10,2,0,12,11.198868759746688
1036,8,30,4,0,12,12.401855688604522
1037,20,10,3,0,9,12.333110705035965
1038,6,10,2,0,1,13.495051533210061
1039,7,10,2,0,1,13.00826396578588
1040,18,10,1,0,4,11.635968722487865
1041,21,10,1,0,7,12.890186255983844
1042,7,10,2,0,9,11.766753879284428
1043,5,10,2,0,11,13.363003299391263
1044,10,20,3,0,1,6.6259482727286025
1045,12,20,3,0,2,5.025476816534221
1046,12,20,3,0,2,5.025476816534221
1047,18,20,3,0,2,7.060206112496422
1048,10,10,3,0,4,10.739855029721483
1049,12,10,3,0,4,10.3702226156708
1050,10,10,3,0,6,10.37568684099789
1051,11,20,3,0,6,2.185791490513368
1052,10,20,3,0,6,3.1111362748090126
1053,8,10,3,0,8,11.125117426182225
1054,10,10,3,0,8,10.390633704711167
1055,13,20,3,0,9,2.107202535038189
1056,23,20,3,0,9,10.267689989445188
1057,17,20,3,0,9,4.564467614294571
1058,16,20,3,0,9,3.7061906430155247
1059,18,10,3,0,9,11.309667927200003
1060,9,20,3,0,10,5.0201031988307
1061,16,10,3,0,10,10.810492739274727
1062,7,10,3,0,11,12.252971446604683
1063,15,20,3,0,12,5.486612853787124
1064,20,30,4,0,4,12.71796545457246
1065,8,10,2,0,2,12.143666769334665
1066,7,10,3,0,3,12.202202416745015
1067,16,10,3,0,7,10.36345339263786
1068,19,10,3,0,8,11.655552687950626
1069,18,10,3,0,11,11.841409543908163
1070,14,70,4,0,6,50.13544763479445
1071,23,30,4,0,12,15.175103206057434
1072,20,20,3,0,4,7.638974587802416
1073,15,20,3,0,7,2.0801303324034133
1074,18,20,3,0,7,5.061866133995366
1075,7,10,3,0,8,11.604728442612315
1076,19,10,2,0,10,12.033032816874739
1077,14,10,3,0,12,11.17945050482349
1078,22,20,3,0,8,9.119854522867856
1079,14,20,3,0,9,2.3534693631401966
1080,22,20,3,0,10,9.564629521382217
1081,17,10,3,0,7,10.700452408237014
1082,18,10,1,0,8,11.31443992589831
1083,18,20,3,0,3,6.403257454799339
1084,22,10,3,0,7,13.416119384486189
1085,19,40,4,0,5,21.11463040082912
1086,12,10,2,0,9,10.19554189111574
1087,17,20,3,0,6,4.167586538682738
1088,9,30,4,0,9,11.110308411381121
1089,17,20,4,0,12,6.608204952868061
1090,14,10,2,0,1,11.61484136958144
1091,20,20,3,0,9,7.357303253274833
1092,15,20,3,0,3,4.439162023821484
1093,20,20,3,0,7,7.058294397205709
1094,7,10,2,0,1,13.00826396578588
1095,10,10,2,0,1,11.937775251790756
1096,15,70,4,0,4,50.24292222490409
1097,22,30,4,0,1,14.848504614886318
1098,18,50,4,0,12,30.965137860384303
1099,13,10,2,0,5,10.120612987710684
1100,13,10,4,0,6,10.015929564138958
1101,18,10,2,0,6,11.183674732679345
1102,16,10,3,0,6,10.404132378044105
1103,18,10,2,0,6,11.183674732679345
1104,13,10,2,0,8,9.994618266424816
1105,20,10,2,0,8,12.230372150042273
1106,17,10,2,0,9,10.928936455636325
1107,19,20,3,0,9,6.405575355975472
1108,20,10,2,0,10,12.565524035691968
1109,13,10,2,0,12,11.15854726286529
1110,8,40,4,0,12,21.35018304415557
1111,21,20,3,0,9,8.320362172418735
1112,17,20,3,0,3,5.648290937343362
1113,9,20,3,0,10,5.0201031988307
1114,11,10,2,0,10,10.583277120790102
1115,17,30,4,0,2,12.005861376093387
1116,19,10,1,0,6,11.78153958501634
1117,16,40,4,0,11,20.77169334681171
1118,22,50,4,0,9,31.524089800442194
1119,4,50,4,0,12,31.834895090743604
1120,18,10,2,0,3,11.815624972122126
1121,18,10,2,0,8,11.197543118443141
1122,21,10,2,0,1,14.092343619054907
1123,14,10,2,0,2,11.13821061580593
1124,18,10,2,0,4,11.522334362591092
1125,16,10,2,0,8,10.449303366744457
1126,8,40,4,0,1,21.56671424956342
1127,17,10,2,0,6,10.769218402781247
1128,8,10,2,0,10,11.519991669126101
1129,19,10,2,0,11,12.32676252928951
1130,14,10,2,0,12,11.207662224441215
1131,17,20,3,0,1,7.182812760322534
1132,19,10,2,0,1,13.053624693485759
1133,22,20,3,0,1,10.820599648249305
1134,10,20,4,0,2,5.867436173237694
1135,13,10,2,0,3,10.682528534199909
1136,16,20,3,0,6,3.2047249551001125
1137,23,20,3,0,7,10.055598756729008
1138,15,50,4,0,8,30.214622841065797
1139,22,40,4,0,8,22.10404376051713
1140,11,20,4,0,9,3.100272977846732
1141,18,40,4,0,9,20.865039759609736
1142,12,40,4,0,9,20.2671850796475
1143,17,10,3,0,10,11.13396913887764
1144,20,10,3,0,10,12.540367432582833
1145,20,20,4,0,10,7.788037486735121
1146,8,40,4,0,11,21.134689974954366
1147,19,20,3,0,12,7.905503316400209
1148,14,70,4,0,1,50.47560926956364
1149,17,10,2,0,7,10.729923610553513
1150,9,10,3,0,8,10.717590833107577
1151,17,10,1,0,12,11.980768674974051
1152,17,20,3,0,10,5.097995712381039
1153,22,40,4,0,6,22.097021500732478
1154,8,20,4,0,8,5.211616860145296
1155,17,10,2,0,11,11.47832929543144
1156,12,10,2,0,3,10.724639871083182
1157,18,10,3,0,4,11.494894963242555
1158,19,10,2,0,6,11.669322861500515
1159,7,40,4,0,6,21.019053889514414
1160,18,10,3,0,6,11.155402349489774
1161,20,10,2,0,6,12.217676193348174
1162,17,10,3,0,7,10.700452408237014
1163,9,10,3,0,7,10.66356214331778
1164,17,20,3,0,7,4.064969032959666
1165,18,10,2,0,8,11.197543118443141
1166,22,50,4,0,8,31.474005815352324
1167,6,20,3,0,8,7.042407131456036
1168,7,20,4,0,8,6.169476053716601
1169,14,10,2,0,8,10.049423357144466
1170,16,10,2,0,9,10.599204523537063
1171,15,10,3,0,9,10.32535917364776
1172,18,20,4,0,10,6.0379215675309315
1173,17,20,3,0,10,5.097995712381039
1174,18,40,4,0,10,20.988212878937706
1175,17,50,4,0,10,30.552100677858704
1176,10,10,2,0,10,10.812365101857738
1177,1,10,3,0,11,16.04818420114565
1178,17,10,2,0,11,11.47832929543144
1179,6,10,2,0,12,13.146237803288871
1180,10,10,2,0,2,11.47456638151435
1181,12,10,4,0,6,10.060831452430989
1182,20,30,4,0,7,12.37789288805784
1183,13,20,4,0,10,3.311180946099808
1184,9,10,2,0,5,10.864287605211194
1185,15,50,4,0,5,30.256533945303794
1186,12,10,2,0,1,11.606356405065466
1187,18,10,0,0,4,11.833315133895672
1188,13,20,3,0,6,0.9872767996549695
1189,12,30,4,0,8,10.275179019034125
1190,12,70,4,0,8,50.136578162705746
1191,17,30,4,0,9,11.14572012714079
1192,19,10,1,0,11,12.433046826939258
1193,15,10,2,0,6,10.187199515453987
1194,19,10,2,0,11,12.32676252928951
1195,6,10,2,0,7,12.126318071577376
1196,7,10,2,0,8,11.631908750250048
1197,20,10,2,0,8,12.230372150042273
1198,15,20,4,0,6,2.557375133003534
1199,8,30,4,0,7,11.31503628422883
1200,9,30,4,0,5,11.082335957277246
1201,21,40,4,0,5,21.772107109849376
1202,18,10,2,0,7,11.14584120683055
1203,20,20,4,0,10,7.788037486735121
1204,7,10,2,0,10,11.983809600338558
1205,17,10,2,0,10,11.162295809234234
1206,6,10,2,0,12,13.146237803288871
1207,20,20,4,0,12,8.77290825540849
1208,14,50,4,0,12,30.56870459529374
1209,15,20,3,0,7,2.0801303324034133
1210,18,10,1,0,3,11.926465211000467
1211,8,10,2,0,9,11.294025516848423
1212,14,30,4,0,5,10.407244970106207
1213,14,10,1,0,2,11.255723640416033
1214,19,60,4,0,3,40.762308675988244
1215,12,10,3,0,3,10.695154109084108
1216,9,10,3,0,5,10.835181873017968
1217,19,10,1,0,6,11.78153958501634
1218,21,10,2,0,6,12.82069136533108
1219,13,10,1,0,7,10.068206273086062
1220,15,10,1,0,7,10.274522305029361
1221,0,20,4,0,8,13.052694210024438
1222,10,10,1,0,8,10.5464888318443
1223,19,10,2,0,10,12.033032816874739
1224,18,10,2,0,10,11.562671112351863
1225,20,10,3,0,10,12.540367432582833
1226,18,10,4,0,11,11.89905042594538
1227,14,40,4,0,4,20.375962398970636
1228,18,20,4,0,8,5.305290330663557
1229,13,10,0,0,9,10.502892357241452
1230,18,20,4,0,10,6.0379215675309315
1231,17,40,4,0,4,20.747900863532426
1232,18,10,1,0,7,11.26327461954339
1233,21,10,1,0,8,12.934917757584167
1234,18,10,1,0,9,11.453023466241271
1235,16,10,0,0,5,10.908048024301115
1236,19,10,2,0,9,11.81688127597434
1237,4,40,4,0,4,22.230490064067045
1238,8,50,4,0,10,30.684592487988184
1239,18,10,1,0,7,11.26327461954339
1240,13,10,2,0,11,10.740483291551037
1241,18,40,4,0,12,21.373241944418016
1242,21,20,4,0,9,8.402193031158482
1243,0,10,2,0,12,17.094808430140784
1244,13,10,1,0,2,11.206819314589318
1245,16,70,4,0,9,50.25162412922479
1246,14,30,4,0,9,10.437026903953388
1247,8,10,2,0,2,12.143666769334665
1248,17,30,4,0,4,11.333626901614238
1249,18,10,2,0,4,11.522334362591092
1250,17,10,1,0,11,11.592395022674479
1251,12,10,2,0,2,11.129362276559947
1252,15,20,4,0,3,4.590705885413531
1253,21,10,3,0,8,12.80815909882171
1254,23,30,4,0,12,15.175103206057434
1255,6,10,2,0,8,12.173856646707137
1256,7,10,2,0,5,11.740345571132446
1257,21,20,4,0,5,8.36516975361542
1258,16,10,2,0,1,11.962506889430692
1259,17,20,4,0,10,5.230485764829786
1260,10,20,4,0,6,3.323791505654962
1261,12,10,2,0,7,9.981917806237083
1262,7,10,2,0,8,11.631908750250048
1263,8,10,4,0,3,11.805112468393412
1264,7,20,4,0,4,6.741042356441375
1265,18,10,4,0,4,11.554264635562518
1266,16,40,4,0,6,20.38841009216816
1267,9,10,2,0,7,10.69313501886928
1268,16,10,2,0,8,10.449303366744457
1269,8,20,4,0,10,5.955782203873279
1270,21,30,4,0,10,13.333279225769457
1271,17,10,2,0,2,11.804883831734914
1272,4,30,4,0,5,13.686694000821362
1273,10,40,4,0,5,20.443604801685638
1274,13,70,4,0,6,50.124490960224705
1275,22,30,4,0,6,13.647493092354276
1276,12,30,4,0,7,10.218811486258447
1277,19,20,4,0,7,6.171663092772396
1278,11,60,4,0,7,40.16713167710693
1279,13,30,4,0,11,10.960994774075099
1280,18,20,4,0,12,7.264082063046791
1281,22,20,4,0,7,9.131537213930269
1282,13,10,2,0,10,10.402056799238098
1283,8,20,4,0,12,7.1959525445208845
1284,18,40,4,0,5,20.850158307409785
1285,12,40,4,0,8,20.189195015432755
1286,18,10,2,0,9,11.33755562592329
1287,8,10,2,0,1,12.582267161490872
1288,23,50,4,0,10,31.90645622671724
1289,10,20,4,0,4,4.32864858934531
1290,16,20,4,0,10,4.501051634509304
1291,18,20,4,0,11,6.603914940182577
1292,8,10,4,0,2,12.17396750077419
1293,6,10,2,0,2,13.087078037725101
1294,16,10,1,0,7,10.51971121828513
1295,7,10,2,0,8,11.631908750250048
1296,20,30,4,0,8,12.424468923448773
1297,7,20,4,0,12,7.9172733629342655
1298,6,10,2,0,5,12.27750783384157
1299,6,10,2,0,8,12.173856646707137
1300,8,10,2,0,8,11.153466577423892
1301,21,10,2,0,9,12.955142381680306
1302,8,10,2,0,9,11.294025516848423
1303,12,20,3,0,10,3.239904734033809
1304,7,10,2,0,10,11.983809600338558
1305,7,10,2,0,10,11.983809600338558
1306,22,10,2,0,10,13.78729216817751
1307,3,20,4,0,9,10.238338164986612
1308,7,10,2,0,3,12.228054741723488
1309,12,20,4,0,7,1.5491341755031598
1310,9,10,1,0,8,10.868758492148421
1311,11,50,4,0,4,30.329994866856417
1312,11,50,4,0,10,30.345341697081043
1313,18,10,1,0,7,11.26327461954339
1314,13,20,3,0,3,3.938163078721163
1315,18,20,3,0,7,5.061866133995366
1316,19,10,3,0,8,11.655552687950626
1317,0,10,3,0,9,16.435793539446447
1318,21,10,3,0,9,12.93074379849206
1319,13,10,3,0,9,10.120079595818188
1320,12,20,3,0,12,5.177583804115355
1321,5,20,3,0,12,9.440220623039515
1322,23,20,3,0,10,10.515733612110207
1323,8,10,2,0,5,11.266509204237904
1324,15,10,1,0,7,10.274522305029361
1325,20,10,2,0,7,12.183054101784913
1326,22,10,3,0,9,13.575811235495618
1327,10,10,3,0,1,11.911292919532263
1328,11,10,2,0,7,10.126211906280888
1329,21,10,1,0,12,13.853984268848876
1330,7,10,2,0,2,12.584519342631838
1331,18,10,2,0,5,11.310145217673332
1332,19,10,2,0,5,11.790585242659802
1333,13,10,1,0,6,10.110073287365333
1334,5,20,4,0,6,8.09660499068735
1335,8,40,4,0,6,20.758110268757108
1336,8,20,4,0,6,5.181752496398084
1337,13,10,1,0,8,10.12541225031954
1338,18,10,2,0,8,11.197543118443141
1339,14,70,4,0,10,50.22134896901179
1340,7,10,4,0,10,12.014513500031109
1341,8,10,2,0,4,11.479504953074674
1342,8,40,4,0,7,20.73775150809245
1343,11,10,1,0,7,10.2553277138409
1344,11,10,2,0,8,10.18309202808343
1345,19,10,2,0,10,12.033032816874739
1346,18,10,1,0,10,11.67591290648336
1347,17,40,4,0,11,20.94186620178703
1348,23,70,4,0,3,51.26386799855035
1349,19,10,2,0,5,11.790585242659802
1350,10,70,4,0,7,50.202831027188644
1351,11,20,4,0,10,3.8427709037461644
1352,9,20,4,0,8,4.273109619061845
1353,9,10,3,0,1,12.197556455918999
1354,6,10,2,0,7,12.126318071577376
1355,0,20,3,0,8,13.000169425348806
1356,9,20,3,0,11,5.688289005353164
1357,22,10,4,0,10,13.813988107565175
1358,17,10,3,0,7,10.700452408237014
1359,6,50,4,0,1,31.4793650504765
1360,12,10,2,0,1,11.606356405065466
1361,7,10,2,0,1,13.00826396578588
1362,7,10,1,0,1,13.109024004514287
1363,8,10,2,0,2,12.143666769334665
1364,12,10,1,0,2,11.24696775270046
1365,7,10,2,0,4,11.944895078990765
1366,7,10,2,0,4,11.944895078990765
1367,14,10,1,0,4,10.535734717258368
1368,7,10,2,0,5,11.740345571132446
1369,7,10,2,0,5,11.740345571132446
1370,6,10,2,0,6,12.161101689055666
1371,8,10,2,0,6,11.139543317869403
1372,9,20,4,0,6,4.23663480294159
1373,8,10,2,0,7,11.101559395517386
1374,21,10,2,0,7,12.78770201273811
1375,12,50,4,0,8,30.16003791226315
1376,12,10,2,0,8,10.039615469328716
1377,7,10,1,0,8,11.744482965269782
1378,7,10,1,0,9,11.878050168399845
1379,8,10,1,0,9,11.40993388773974
1380,7,10,2,0,10,11.983809600338558
1381,18,10,2,0,10,11.562671112351863
1382,8,10,2,0,11,11.826470468328505
1383,18,20,3,0,11,6.499482401278972
1384,10,70,4,0,8,50.21433499336585
1385,14,10,2,0,9,10.205199924187287
1386,15,20,3,0,6,2.27414742667956
1387,15,10,3,0,7,10.114477282677983
1388,13,10,3,0,7,9.90482809859276
1389,9,20,3,0,7,3.9668437179167797
1390,9,20,3,0,8,4.10987162377212
1391,18,10,3,0,8,11.169305839756781
1392,7,10,2,0,9,11.766753879284428
1393,9,20,3,0,10,5.0201031988307
1394,7,10,2,0,10,11.983809600338558
1395,6,10,2,0,9,12.30276315857893
1396,21,10,2,0,9,12.955142381680306
1397,9,10,2,0,3,11.389572152004773
1398,10,20,4,0,3,5.057865451801745
1399,7,10,2,0,5,11.740345571132446
1400,6,10,2,0,5,12.27750783384157
1401,8,10,2,0,5,11.266509204237904
1402,13,10,2,0,5,10.120612987710684
1403,8,10,2,0,6,11.139543317869403
1404,11,10,2,0,6,10.167840079849473
1405,12,10,2,0,7,9.981917806237083
1406,12,10,2,0,8,10.039615469328716
1407,7,10,2,0,10,11.983809600338558
1408,8,10,2,0,11,11.826470468328505
1409,7,10,2,0,12,12.646030361350139
1410,14,70,4,0,12,50.38347232605435
1411,12,10,2,0,9,10.19554189111574
1412,7,10,2,0,3,12.228054741723488
1413,14,10,1,0,4,10.535734717258368
1414,7,10,2,0,6,11.618558852591002
1415,9,10,2,0,6,10.732564504826282
1416,7,10,2,0,7,11.58214597959429
1417,7,10,1,0,11,12.385413483854567
1418,18,10,2,0,6,11.183674732679345
1419,7,10,2,0,9,11.766753879284428
1420,7,10,4,0,11,12.308685158210086
1421,7,10,2,0,2,12.584519342631838
1422,7,10,2,0,2,12.584519342631838
1423,11,10,4,0,6,10.20400970181117
1424,18,30,4,0,10,11.767786042991728
1425,19,10,1,0,11,12.433046826939258
1426,10,20,4,0,5,3.727250231947489
1427,10,10,1,0,7,10.491579051730254
1428,11,10,1,0,7,10.2553277138409
1429,15,70,4,0,8,50.169433088523206
1430,14,10,2,0,8,10.049423357144466
1431,7,10,2,0,8,11.631908750250048
1432,7,10,2,0,8,11.631908750250048
1433,20,40,4,0,8,21.36332650894331
1434,7,10,2,0,9,11.766753879284428
1435,20,20,4,0,10,7.788037486735121
1436,7,10,2,0,10,11.983809600338558
1437,17,40,4,0,10,20.77032894135378
1438,20,50,4,0,11,31.207076089730517
1439,9,10,4,0,1,12.25352212826838
1440,7,10,2,0,5,11.740345571132446
1441,7,10,2,0,6,11.618558852591002
1442,7,10,2,0,7,11.58214597959429
1443,7,10,2,0,12,12.646030361350139
1444,12,10,2,0,9,10.19554189111574
1445,12,40,4,0,3,20.538442418148886
1446,7,10,4,0,5,11.771684511354882
1447,8,10,2,0,2,12.143666769334665
1448,17,10,3,0,10,11.13396913887764
1449,20,30,4,0,1,13.721554513216205
1450,8,20,3,0,3,6.325863643547953
1451,13,10,2,0,3,10.682528534199909
1452,7,10,2,0,4,11.944895078990765
1453,19,10,2,0,4,11.994277997566824
1454,0,10,4,0,5,16.45852203564753
1455,7,10,2,0,5,11.740345571132446
1456,9,60,4,0,5,40.35952235549731
1457,17,50,4,0,6,30.41069011226099
1458,17,60,4,0,7,40.32356085818136
1459,19,10,3,0,8,11.655552687950626
1460,16,10,2,0,8,10.449303366744457
1461,5,40,4,0,8,21.677499549860396
1462,16,10,4,0,8,10.484502036602416
1463,20,10,2,0,9,12.358689194653337
1464,20,10,2,0,9,12.358689194653337
1465,14,10,2,0,9,10.205199924187287
1466,6,10,2,0,6,12.161101689055666
1467,18,70,4,0,1,50.7166756916493
1468,8,20,4,0,9,5.506009987137889
1469,21,10,2,0,7,12.78770201273811
1470,7,10,2,0,5,11.740345571132446
1471,22,10,2,0,5,13.576208856788096
1472,8,10,2,0,7,11.101559395517386
1473,0,20,4,0,5,13.149419724682572
1474,19,70,4,0,6,50.48817373543092
1475,18,10,1,0,6,11.300714998341425
1476,10,10,1,0,6,10.531763162794423
1477,6,50,4,0,6,30.93099420304363
1478,17,10,2,0,7,10.729923610553513
1479,16,10,2,0,8,10.449303366744457
1480,8,10,2,0,11,11.826470468328505
1481,15,60,5,1,1,40.65309054438262
